"station","date","pm10_kal","pm25_kal","rh","temp","wd","ws","pres","pm10","pm25","lat","lon"
"HLL_hl_device_067",2023-01-01 01:00:00,77.056,41.14,NA,NA,NA,NA,NA,44.81,18.72,52.451,4.585
"HLL_hl_device_067",2023-01-01 02:00:00,40.768,NA,NA,NA,NA,NA,NA,36.38,10.84,52.451,4.585
"HLL_hl_device_067",2023-01-01 04:00:00,35.208,NA,NA,NA,NA,NA,NA,32.58,8.57,52.451,4.585
"HLL_hl_device_067",2023-01-01 05:00:00,32.481,8.93,NA,NA,NA,NA,NA,40.15,9.43,52.451,4.585
"HLL_hl_device_067",2023-01-01 06:00:00,52.58,18.462,NA,NA,NA,NA,NA,47.82,10.19,52.451,4.585
"HLL_hl_device_067",2023-01-01 07:00:00,69.654,13.08,NA,NA,NA,NA,NA,61.1,10.93,52.451,4.585
"HLL_hl_device_067",2023-01-01 08:00:00,63.918,NA,NA,NA,NA,NA,NA,60.33,11.08,52.451,4.585
"HLL_hl_device_067",2023-01-01 09:00:00,51.045,NA,NA,NA,NA,NA,NA,61.51,10.3,52.451,4.585
"HLL_hl_device_067",2023-01-01 10:00:00,60.996,13.137,NA,NA,NA,NA,NA,59.81,8.74,52.451,4.585
"HLL_hl_device_067",2023-01-01 11:00:00,88.724,7.452,NA,NA,NA,NA,NA,48.21,8.16,52.451,4.585
"HLL_hl_device_067",2023-01-01 12:00:00,21.056,10.08,NA,NA,NA,NA,NA,37.6,6.99,52.451,4.585
"HLL_hl_device_067",2023-01-01 13:00:00,30.36,NA,NA,NA,NA,NA,NA,34.46,7.05,52.451,4.585
"HLL_hl_device_067",2023-01-01 14:00:00,37.73,NA,NA,NA,NA,NA,NA,34.32,6.55,52.451,4.585
"HLL_hl_device_067",2023-01-01 15:00:00,41.328,12.261,NA,NA,NA,NA,NA,36.89,6.74,52.451,4.585
"HLL_hl_device_067",2023-01-01 16:00:00,25.584,NA,NA,NA,NA,NA,NA,31.17,6.18,52.451,4.585
"HLL_hl_device_067",2023-01-01 17:00:00,27.864,8.988,NA,NA,NA,NA,NA,32.42,8.37,52.451,4.585
"HLL_hl_device_067",2023-01-01 18:00:00,26.88,8.93,NA,NA,NA,NA,NA,33.59,9.5,52.451,4.585
"HLL_hl_device_067",2023-01-01 19:00:00,27,12.51,NA,NA,NA,NA,NA,37.48,13.88,52.451,4.585
"HLL_hl_device_067",2023-01-01 20:00:00,25.944,14.448,NA,NA,NA,NA,NA,37.56,12.87,52.451,4.585
"HLL_hl_device_067",2023-01-01 21:00:00,25.116,10.434,NA,NA,NA,NA,NA,29.85,11.13,52.451,4.585
"HLL_hl_device_067",2023-01-01 22:00:00,32.384,NA,NA,NA,NA,NA,NA,36.76,15.91,52.451,4.585
"HLL_hl_device_067",2023-01-01 23:00:00,22.23,NA,NA,NA,NA,NA,NA,34.21,18.59,52.451,4.585
"HLL_hl_device_067",2023-01-02,24.975,11.96,NA,NA,NA,NA,NA,33.3,22.97,52.451,4.585
"HLL_hl_device_067",2023-01-02 01:00:00,16.764,NA,NA,NA,NA,NA,NA,25.45,15.2,52.451,4.585
"HLL_hl_device_067",2023-01-02 02:00:00,41.41,28.896,NA,NA,NA,NA,NA,50.51,30.07,52.451,4.585
"HLL_hl_device_067",2023-01-02 03:00:00,58.075,NA,NA,NA,NA,NA,NA,50.48,28.22,52.451,4.585
"HLL_hl_device_067",2023-01-02 04:00:00,48.042,NA,NA,NA,NA,NA,NA,47.06,27.74,52.451,4.585
"HLL_hl_device_067",2023-01-02 05:00:00,41.934,23.925,NA,NA,NA,NA,NA,48.18,31.95,52.451,4.585
"HLL_hl_device_067",2023-01-02 06:00:00,43.065,NA,NA,NA,NA,NA,NA,49.46,31.08,52.451,4.585
"HLL_hl_device_067",2023-01-02 07:00:00,17.69,34.73,NA,NA,NA,NA,NA,29.01,23.04,52.451,4.585
"HLL_hl_device_067",2023-01-02 08:00:00,14.868,NA,NA,NA,NA,NA,NA,25.18,11.21,52.451,4.585
"HLL_hl_device_067",2023-01-02 09:00:00,16.932,NA,NA,NA,NA,NA,NA,20.43,5.21,52.451,4.585
"HLL_hl_device_067",2023-01-02 10:00:00,17.139,7.052,NA,NA,NA,NA,NA,19.72,4.29,52.451,4.585
"HLL_hl_device_067",2023-01-02 11:00:00,20.706,3.366,NA,NA,NA,NA,NA,23.83,3.33,52.451,4.585
"HLL_hl_device_067",2023-01-02 12:00:00,26.611,7.144,NA,NA,NA,NA,NA,29.86,4.72,52.451,4.585
"HLL_hl_device_067",2023-01-02 13:00:00,23.52,7.084,NA,NA,NA,NA,NA,29.36,4.38,52.451,4.585
"HLL_hl_device_067",2023-01-02 14:00:00,38.376,5.28,NA,NA,NA,NA,NA,32.76,4.43,52.451,4.585
"HLL_hl_device_067",2023-01-02 15:00:00,29.694,7.406,NA,NA,NA,NA,NA,29.42,4.64,52.451,4.585
"HLL_hl_device_067",2023-01-02 16:00:00,16.065,5.49,NA,NA,NA,NA,NA,18.95,4.48,52.451,4.585
"HLL_hl_device_067",2023-01-02 17:00:00,16.016,4.38,NA,NA,NA,NA,NA,20.84,5.99,52.451,4.585
"HLL_hl_device_067",2023-01-02 18:00:00,13.467,9.57,NA,NA,NA,NA,NA,20.09,5.48,52.451,4.585
"HLL_hl_device_067",2023-01-02 19:00:00,14.58,7.02,NA,NA,NA,NA,NA,17.99,5.38,52.451,4.585
"HLL_hl_device_067",2023-01-02 20:00:00,16.15,NA,NA,NA,NA,NA,NA,18.96,5.91,52.451,4.585
"HLL_hl_device_067",2023-01-02 21:00:00,15.76,NA,NA,NA,NA,NA,NA,19.71,7.31,52.451,4.585
"HLL_hl_device_067",2023-01-02 22:00:00,13.439,8.507,NA,NA,NA,NA,NA,15.14,4.67,52.451,4.585
"HLL_hl_device_067",2023-01-02 23:00:00,12.2,NA,NA,NA,NA,NA,NA,12.15,2.67,52.451,4.585
"HLL_hl_device_067",2023-01-03,9.72,4.202,NA,NA,NA,NA,NA,10.76,2.17,52.451,4.585
"HLL_hl_device_067",2023-01-03 01:00:00,9.282,NA,NA,NA,NA,NA,NA,11.94,2.53,52.451,4.585
"HLL_hl_device_067",2023-01-03 02:00:00,12.036,3.956,NA,NA,NA,NA,NA,10.16,2.3,52.451,4.585
"HLL_hl_device_067",2023-01-03 03:00:00,10.918,3.8,NA,NA,NA,NA,NA,10.28,2.46,52.451,4.585
"HLL_hl_device_067",2023-01-03 04:00:00,10.976,4.836,NA,NA,NA,NA,NA,11.15,2.58,52.451,4.585
"HLL_hl_device_067",2023-01-03 05:00:00,12.998,NA,NA,NA,NA,NA,NA,13.38,4.51,52.451,4.585
"HLL_hl_device_067",2023-01-03 06:00:00,12.96,5.508,NA,NA,NA,NA,NA,16.18,6.82,52.451,4.585
"HLL_hl_device_067",2023-01-03 07:00:00,18.8,10.128,NA,NA,NA,NA,NA,40.02,21.09,52.451,4.585
"HLL_hl_device_067",2023-01-03 08:00:00,48.832,24.862,NA,NA,NA,NA,NA,87.23,40.07,52.451,4.585
"HLL_hl_device_067",2023-01-03 09:00:00,87.42,NA,NA,NA,NA,NA,NA,145.68,70.2,52.451,4.585
"HLL_hl_device_067",2023-01-03 10:00:00,35.91,44.772,NA,NA,NA,NA,NA,94.46,57.35,52.451,4.585
"HLL_hl_device_067",2023-01-03 11:00:00,31.654,24.096,NA,NA,NA,NA,NA,83.32,50.18,52.451,4.585
"HLL_hl_device_067",2023-01-03 12:00:00,42.763,33.984,NA,NA,NA,NA,NA,104.29,57.61,52.451,4.585
"HLL_hl_device_067",2023-01-03 13:00:00,32.095,38.592,NA,NA,NA,NA,NA,91.7,53.59,52.451,4.585
"HLL_hl_device_067",2023-01-03 14:00:00,30.524,NA,NA,NA,NA,NA,NA,58.66,36.32,52.451,4.585
"HLL_hl_device_067",2023-01-03 15:00:00,24.57,NA,NA,NA,NA,NA,NA,35.07,20.83,52.451,4.585
"HLL_hl_device_067",2023-01-03 16:00:00,20.72,12.337,NA,NA,NA,NA,NA,29.64,16.86,52.451,4.585
"HLL_hl_device_067",2023-01-03 17:00:00,20.995,12.556,NA,NA,NA,NA,NA,32.29,17.24,52.451,4.585
"HLL_hl_device_067",2023-01-03 18:00:00,19.971,NA,NA,NA,NA,NA,NA,31.73,15.24,52.451,4.585
"HLL_hl_device_067",2023-01-03 19:00:00,34.782,10.01,NA,NA,NA,NA,NA,34.09,14.28,52.451,4.585
"HLL_hl_device_067",2023-01-03 20:00:00,16.579,10.492,NA,NA,NA,NA,NA,28.07,12.25,52.451,4.585
"HLL_hl_device_067",2023-01-03 21:00:00,24.708,11.375,NA,NA,NA,NA,NA,28.39,12.5,52.451,4.585
"HLL_hl_device_067",2023-01-03 22:00:00,13.197,NA,NA,NA,NA,NA,NA,24.89,10.79,52.451,4.585
"HLL_hl_device_067",2023-01-03 23:00:00,15.24,15.39,NA,NA,NA,NA,NA,25.38,11.45,52.451,4.585
"HLL_hl_device_067",2023-01-04,14.016,NA,NA,NA,NA,NA,NA,21.87,10.75,52.451,4.585
"HLL_hl_device_067",2023-01-04 01:00:00,19.019,NA,NA,NA,NA,NA,NA,24.7,16.73,52.451,4.585
"HLL_hl_device_067",2023-01-04 02:00:00,14.16,NA,NA,NA,NA,NA,NA,17.73,14.79,52.451,4.585
"HLL_hl_device_067",2023-01-04 04:00:00,34.196,17.04,NA,NA,NA,NA,NA,41.23,23.99,52.451,4.585
"HLL_hl_device_067",2023-01-04 05:00:00,39.16,NA,NA,NA,NA,NA,NA,44.02,25.5,52.451,4.585
"HLL_hl_device_067",2023-01-04 06:00:00,49.84,NA,NA,NA,NA,NA,NA,55.97,25.43,52.451,4.585
"HLL_hl_device_067",2023-01-04 08:00:00,53.274,NA,NA,NA,NA,NA,NA,68.27,28.41,52.451,4.585
"HLL_hl_device_067",2023-01-04 09:00:00,65.325,26.496,NA,NA,NA,NA,NA,97.54,27.63,52.451,4.585
"HLL_hl_device_067",2023-01-04 10:00:00,49.539,23.52,NA,NA,NA,NA,NA,101.12,24.54,52.451,4.585
"HLL_hl_device_067",2023-01-04 11:00:00,74.45,24.543,NA,NA,NA,NA,NA,148.91,30.28,52.451,4.585
"HLL_hl_device_067",2023-01-04 12:00:00,57.512,30.03,NA,NA,NA,NA,NA,102.66,33.01,52.451,4.585
"HLL_hl_device_067",2023-01-04 13:00:00,51.129,35.235,NA,NA,NA,NA,NA,89.68,24.27,52.451,4.585
"HLL_hl_device_067",2023-01-04 14:00:00,51.408,NA,NA,NA,NA,NA,NA,107.12,33.32,52.451,4.585
"HLL_hl_device_067",2023-01-04 15:00:00,60.192,34.056,NA,NA,NA,NA,NA,83.63,25.75,52.451,4.585
"HLL_hl_device_067",2023-01-04 16:00:00,52.544,46.11,NA,NA,NA,NA,NA,82.06,31.8,52.451,4.585
"HLL_hl_device_067",2023-01-04 17:00:00,55.924,38.592,NA,NA,NA,NA,NA,90.19,28.77,52.451,4.585
"HLL_hl_device_067",2023-01-04 18:00:00,92.82,NA,NA,NA,NA,NA,NA,109.25,28.56,52.451,4.585
"HLL_hl_device_067",2023-01-04 19:00:00,82.467,33.84,NA,NA,NA,NA,NA,107.14,28.2,52.451,4.585
"HLL_hl_device_067",2023-01-04 20:00:00,96.564,22.705,NA,NA,NA,NA,NA,123.85,23.9,52.451,4.585
"HLL_hl_device_067",2023-01-04 21:00:00,89.784,NA,NA,NA,NA,NA,NA,103.19,23.21,52.451,4.585
"HLL_hl_device_067",2023-01-04 22:00:00,88.752,15.326,NA,NA,NA,NA,NA,103.23,19.42,52.451,4.585
"HLL_hl_device_067",2023-01-04 23:00:00,85.782,13.984,NA,NA,NA,NA,NA,98.57,15.25,52.451,4.585
"HLL_hl_device_067",2023-01-05,86.22,NA,NA,NA,NA,NA,NA,95.78,15.35,52.451,4.585
"HLL_hl_device_067",2023-01-05 01:00:00,85.084,21.352,NA,NA,NA,NA,NA,95.64,15.69,52.451,4.585
"HLL_hl_device_067",2023-01-05 02:00:00,78.752,17.792,NA,NA,NA,NA,NA,85.62,13.86,52.451,4.585
"HLL_hl_device_067",2023-01-05 03:00:00,79.764,NA,NA,NA,NA,NA,NA,86.71,14.63,52.451,4.585
"HLL_hl_device_067",2023-01-05 04:00:00,78.75,15.198,NA,NA,NA,NA,NA,87.49,14.9,52.451,4.585
"HLL_hl_device_067",2023-01-05 05:00:00,71.799,21.291,NA,NA,NA,NA,NA,78.88,15.13,52.451,4.585
"HLL_hl_device_067",2023-01-05 06:00:00,76.538,20.615,NA,NA,NA,NA,NA,78.11,15.47,52.451,4.585
"HLL_hl_device_067",2023-01-05 07:00:00,77.805,16.8,NA,NA,NA,NA,NA,85.45,16.79,52.451,4.585
"HLL_hl_device_067",2023-01-05 08:00:00,71.556,16.014,NA,NA,NA,NA,NA,80.39,15.69,52.451,4.585
"HLL_hl_device_067",2023-01-05 09:00:00,73.784,12.838,NA,NA,NA,NA,NA,80.19,13.05,52.451,4.585
"HLL_hl_device_067",2023-01-05 10:00:00,65.685,13.734,NA,NA,NA,NA,NA,75.46,12.55,52.451,4.585
"HLL_hl_device_067",2023-01-05 11:00:00,65.044,17.112,NA,NA,NA,NA,NA,70.71,13.75,52.451,4.585
"HLL_hl_device_067",2023-01-05 12:00:00,82.438,NA,NA,NA,NA,NA,NA,87.65,16.81,52.451,4.585
"HLL_hl_device_067",2023-01-05 13:00:00,65.384,15.36,NA,NA,NA,NA,NA,74.27,11.99,52.451,4.585
"HLL_hl_device_067",2023-01-05 14:00:00,76.258,NA,NA,NA,NA,NA,NA,83.84,13.53,52.451,4.585
"HLL_hl_device_067",2023-01-05 15:00:00,64.64,15.694,NA,NA,NA,NA,NA,100.96,13.31,52.451,4.585
"HLL_hl_device_067",2023-01-05 16:00:00,79.04,NA,NA,NA,NA,NA,NA,98.77,14.36,52.451,4.585
"HLL_hl_device_067",2023-01-05 17:00:00,58.236,11.68,NA,NA,NA,NA,NA,84.44,14.56,52.451,4.585
"HLL_hl_device_067",2023-01-05 18:00:00,44.005,9.9,NA,NA,NA,NA,NA,67.68,13.25,52.451,4.585
"HLL_hl_device_067",2023-01-05 19:00:00,19.203,NA,NA,NA,NA,NA,NA,51.91,16.64,52.451,4.585
"HLL_hl_device_067",2023-01-05 20:00:00,18.662,14.26,NA,NA,NA,NA,NA,43.42,15.53,52.451,4.585
"HLL_hl_device_067",2023-01-05 21:00:00,20.368,NA,NA,NA,NA,NA,NA,53.56,14.87,52.451,4.585
"HLL_hl_device_067",2023-01-05 22:00:00,41.745,NA,NA,NA,NA,NA,NA,75.93,17.91,52.451,4.585
"HLL_hl_device_067",2023-01-05 23:00:00,53.268,NA,NA,NA,NA,NA,NA,77.19,16.03,52.451,4.585
"HLL_hl_device_067",2023-01-06,25.112,NA,NA,NA,NA,NA,NA,58.44,18.38,52.451,4.585
"HLL_hl_device_067",2023-01-06 01:00:00,19.412,NA,NA,NA,NA,NA,NA,42.2,14.24,52.451,4.585
"HLL_hl_device_067",2023-01-06 02:00:00,20.16,10.605,NA,NA,NA,NA,NA,31.49,10.14,52.451,4.585
"HLL_hl_device_067",2023-01-06 03:00:00,14.941,7.828,NA,NA,NA,NA,NA,22.26,7.58,52.451,4.585
"HLL_hl_device_067",2023-01-06 04:00:00,13.846,6.674,NA,NA,NA,NA,NA,16.08,7.1,52.451,4.585
"HLL_hl_device_067",2023-01-06 05:00:00,11.495,7.8,NA,NA,NA,NA,NA,12.09,6.05,52.451,4.585
"HLL_hl_device_067",2023-01-06 06:00:00,11.736,NA,NA,NA,NA,NA,NA,16.26,9.17,52.451,4.585
"HLL_hl_device_067",2023-01-06 07:00:00,23.608,14.391,NA,NA,NA,NA,NA,22.67,12.27,52.451,4.585
"HLL_hl_device_067",2023-01-06 08:00:00,25.392,23.188,NA,NA,NA,NA,NA,55.24,18.66,52.451,4.585
"HLL_hl_device_067",2023-01-06 09:00:00,53.295,10.032,NA,NA,NA,NA,NA,56.1,7.6,52.451,4.585
"HLL_hl_device_067",2023-01-06 10:00:00,21.456,NA,NA,NA,NA,NA,NA,29.76,4.16,52.451,4.585
"HLL_hl_device_067",2023-01-06 11:00:00,33.855,8.619,NA,NA,NA,NA,NA,30.5,5.12,52.451,4.585
"HLL_hl_device_067",2023-01-06 12:00:00,36.772,6.7,NA,NA,NA,NA,NA,31.66,5.03,52.451,4.585
"HLL_hl_device_067",2023-01-06 13:00:00,39.546,9.858,NA,NA,NA,NA,NA,33.83,6.21,52.451,4.585
"HLL_hl_device_067",2023-01-06 14:00:00,22.968,NA,NA,NA,NA,NA,NA,31.91,6.99,52.451,4.585
"HLL_hl_device_067",2023-01-06 15:00:00,21.66,NA,NA,NA,NA,NA,NA,28.5,5.31,52.451,4.585
"HLL_hl_device_067",2023-01-06 16:00:00,21.476,6.468,NA,NA,NA,NA,NA,23.63,4.37,52.451,4.585
"HLL_hl_device_067",2023-01-06 17:00:00,18.172,NA,NA,NA,NA,NA,NA,23.58,4.13,52.451,4.585
"HLL_hl_device_067",2023-01-06 18:00:00,30.444,10.25,NA,NA,NA,NA,NA,35.4,8.18,52.451,4.585
"HLL_hl_device_067",2023-01-06 19:00:00,21.08,NA,NA,NA,NA,NA,NA,24.83,3.62,52.451,4.585
"HLL_hl_device_067",2023-01-06 20:00:00,32.851,NA,NA,NA,NA,NA,NA,36.1,12.81,52.451,4.585
"HLL_hl_device_067",2023-01-06 21:00:00,21.889,12.337,NA,NA,NA,NA,NA,37.06,16.95,52.451,4.585
"HLL_hl_device_067",2023-01-06 22:00:00,32.24,24.024,NA,NA,NA,NA,NA,51.99,30.8,52.451,4.585
"HLL_hl_device_067",2023-01-06 23:00:00,16.56,23.5,NA,NA,NA,NA,NA,36.83,23.51,52.451,4.585
"HLL_hl_device_067",2023-01-07,14.805,15.562,NA,NA,NA,NA,NA,32.9,25.07,52.451,4.585
"HLL_hl_device_067",2023-01-07 01:00:00,13.279,NA,NA,NA,NA,NA,NA,27.1,21.44,52.451,4.585
"HLL_hl_device_067",2023-01-07 02:00:00,10.368,NA,NA,NA,NA,NA,NA,14.39,10.07,52.451,4.585
"HLL_hl_device_067",2023-01-07 03:00:00,7.701,6.864,NA,NA,NA,NA,NA,15.1,8.85,52.451,4.585
"HLL_hl_device_067",2023-01-07 04:00:00,7.992,8.428,NA,NA,NA,NA,NA,14.76,8.55,52.451,4.585
"HLL_hl_device_067",2023-01-07 05:00:00,11.058,8.646,NA,NA,NA,NA,NA,19.35,13.14,52.451,4.585
"HLL_hl_device_067",2023-01-07 06:00:00,10.918,NA,NA,NA,NA,NA,NA,20.62,12.75,52.451,4.585
"HLL_hl_device_067",2023-01-07 07:00:00,13.878,NA,NA,NA,NA,NA,NA,25.68,15.49,52.451,4.585
"HLL_hl_device_067",2023-01-07 08:00:00,29.798,NA,NA,NA,NA,NA,NA,31.68,20.83,52.451,4.585
"HLL_hl_device_067",2023-01-07 09:00:00,29.24,21.735,NA,NA,NA,NA,NA,34,20.71,52.451,4.585
"HLL_hl_device_067",2023-01-07 10:00:00,11.635,9.405,NA,NA,NA,NA,NA,17.9,9.47,52.451,4.585
"HLL_hl_device_067",2023-01-07 11:00:00,10.23,8.85,NA,NA,NA,NA,NA,11.04,4.96,52.451,4.585
"HLL_hl_device_067",2023-01-07 12:00:00,9.114,7.696,NA,NA,NA,NA,NA,9.28,5.22,52.451,4.585
"HLL_hl_device_067",2023-01-07 13:00:00,7.462,5.292,NA,NA,NA,NA,NA,9.08,4.24,52.451,4.585
"HLL_hl_device_067",2023-01-07 14:00:00,17.36,5.3,NA,NA,NA,NA,NA,11.16,5.04,52.451,4.585
"HLL_hl_device_067",2023-01-07 15:00:00,8.554,6.552,NA,NA,NA,NA,NA,9.12,5.17,52.451,4.585
"HLL_hl_device_067",2023-01-07 16:00:00,10.176,7.425,NA,NA,NA,NA,NA,10.62,5.51,52.451,4.585
"HLL_hl_device_067",2023-01-07 17:00:00,9.879,8.142,NA,NA,NA,NA,NA,11.1,5.92,52.451,4.585
"HLL_hl_device_067",2023-01-07 18:00:00,8.47,NA,NA,NA,NA,NA,NA,10.99,6.3,52.451,4.585
"HLL_hl_device_067",2023-01-07 19:00:00,8.25,7.938,NA,NA,NA,NA,NA,12.47,8.08,52.451,4.585
"HLL_hl_device_067",2023-01-07 20:00:00,9.856,9.828,NA,NA,NA,NA,NA,15.37,9.08,52.451,4.585
"HLL_hl_device_067",2023-01-07 21:00:00,9.943,8.827,NA,NA,NA,NA,NA,16.28,9.08,52.451,4.585
"HLL_hl_device_067",2023-01-07 22:00:00,11.764,NA,NA,NA,NA,NA,NA,17.32,10.63,52.451,4.585
"HLL_hl_device_067",2023-01-07 23:00:00,11.9,10.989,NA,NA,NA,NA,NA,17.53,11.14,52.451,4.585
"HLL_hl_device_067",2023-01-08,13.112,NA,NA,NA,NA,NA,NA,14.92,7.87,52.451,4.585
"HLL_hl_device_067",2023-01-08 01:00:00,20.252,NA,NA,NA,NA,NA,NA,24.41,4.51,52.451,4.585
"HLL_hl_device_067",2023-01-08 02:00:00,30.094,7.36,NA,NA,NA,NA,NA,36.67,6.39,52.451,4.585
"HLL_hl_device_067",2023-01-08 04:00:00,17.082,NA,NA,NA,NA,NA,NA,23.37,3.9,52.451,4.585
"HLL_hl_device_067",2023-01-08 05:00:00,13.65,NA,NA,NA,NA,NA,NA,21.04,4.82,52.451,4.585
"HLL_hl_device_067",2023-01-08 06:00:00,16.796,4.392,NA,NA,NA,NA,NA,22.08,3.64,52.451,4.585
"HLL_hl_device_067",2023-01-08 07:00:00,18.395,NA,NA,NA,NA,NA,NA,28.27,5.42,52.451,4.585
"HLL_hl_device_067",2023-01-08 08:00:00,14.472,NA,NA,NA,NA,NA,NA,21.56,3.43,52.451,4.585
"HLL_hl_device_067",2023-01-08 09:00:00,13.688,4.551,NA,NA,NA,NA,NA,23.23,3.68,52.451,4.585
"HLL_hl_device_067",2023-01-08 10:00:00,12.642,NA,NA,NA,NA,NA,NA,25.8,3.97,52.451,4.585
"HLL_hl_device_067",2023-01-08 11:00:00,16.08,6.683,NA,NA,NA,NA,NA,24.01,4.11,52.451,4.585
"HLL_hl_device_067",2023-01-08 12:00:00,15.768,NA,NA,NA,NA,NA,NA,21.89,3.6,52.451,4.585
"HLL_hl_device_067",2023-01-08 13:00:00,14.726,NA,NA,NA,NA,NA,NA,19.92,3.95,52.451,4.585
"HLL_hl_device_067",2023-01-08 14:00:00,13.694,NA,NA,NA,NA,NA,NA,16.71,3.64,52.451,4.585
"HLL_hl_device_067",2023-01-08 15:00:00,16.568,8.398,NA,NA,NA,NA,NA,15.17,3.78,52.451,4.585
"HLL_hl_device_067",2023-01-08 16:00:00,19.62,5.382,NA,NA,NA,NA,NA,18,4.57,52.451,4.585
"HLL_hl_device_067",2023-01-08 17:00:00,13.064,4.896,NA,NA,NA,NA,NA,18.36,5.13,52.451,4.585
"HLL_hl_device_067",2023-01-08 18:00:00,22.368,10.296,NA,NA,NA,NA,NA,23.3,6.63,52.451,4.585
"HLL_hl_device_067",2023-01-08 19:00:00,12.556,NA,NA,NA,NA,NA,NA,17.25,4.08,52.451,4.585
"HLL_hl_device_067",2023-01-08 20:00:00,14.025,8.32,NA,NA,NA,NA,NA,18.7,5.15,52.451,4.585
"HLL_hl_device_067",2023-01-08 21:00:00,12.412,NA,NA,NA,NA,NA,NA,21.41,6.31,52.451,4.585
"HLL_hl_device_067",2023-01-08 22:00:00,15.264,NA,NA,NA,NA,NA,NA,21.18,5.77,52.451,4.585
"HLL_hl_device_067",2023-01-08 23:00:00,13.179,5.088,NA,NA,NA,NA,NA,19.1,5.33,52.451,4.585
"HLL_hl_device_067",2023-01-09,9.592,NA,NA,NA,NA,NA,NA,10.87,2.77,52.451,4.585
"HLL_hl_device_067",2023-01-09 01:00:00,12.24,5.076,NA,NA,NA,NA,NA,17,2.66,52.451,4.585
"HLL_hl_device_067",2023-01-09 02:00:00,32.769,7.41,NA,NA,NA,NA,NA,33.07,3.87,52.451,4.585
"HLL_hl_device_067",2023-01-09 03:00:00,24.65,4.978,NA,NA,NA,NA,NA,29.04,3.77,52.451,4.585
"HLL_hl_device_067",2023-01-09 04:00:00,14.274,NA,NA,NA,NA,NA,NA,18.29,3.95,52.451,4.585
"HLL_hl_device_067",2023-01-09 05:00:00,12.276,NA,NA,NA,NA,NA,NA,19.77,5.77,52.451,4.585
"HLL_hl_device_067",2023-01-09 06:00:00,13.578,6.391,NA,NA,NA,NA,NA,21.93,7.69,52.451,4.585
"HLL_hl_device_067",2023-01-09 07:00:00,15.19,7.52,NA,NA,NA,NA,NA,21.67,8.02,52.451,4.585
"HLL_hl_device_067",2023-01-09 08:00:00,26.973,10.416,NA,NA,NA,NA,NA,33.28,16.79,52.451,4.585
"HLL_hl_device_067",2023-01-09 09:00:00,31.64,NA,NA,NA,NA,NA,NA,45.19,24.49,52.451,4.585
"HLL_hl_device_067",2023-01-09 10:00:00,44.144,NA,NA,NA,NA,NA,NA,49.65,26.66,52.451,4.585
"HLL_hl_device_067",2023-01-09 11:00:00,36.375,12.467,NA,NA,NA,NA,NA,37.51,13.66,52.451,4.585
"HLL_hl_device_067",2023-01-09 12:00:00,38.025,8.064,NA,NA,NA,NA,NA,32.51,5.57,52.451,4.585
"HLL_hl_device_067",2023-01-09 13:00:00,25.038,12.024,NA,NA,NA,NA,NA,32.14,7.2,52.451,4.585
"HLL_hl_device_067",2023-01-09 14:00:00,18.816,11.76,NA,NA,NA,NA,NA,33.56,7.01,52.451,4.585
"HLL_hl_device_067",2023-01-09 15:00:00,31.584,NA,NA,NA,NA,NA,NA,33.62,8.14,52.451,4.585
"HLL_hl_device_067",2023-01-09 16:00:00,19.722,5.133,NA,NA,NA,NA,NA,34.65,5.92,52.451,4.585
"HLL_hl_device_067",2023-01-09 17:00:00,29.596,NA,NA,NA,NA,NA,NA,30.17,5.97,52.451,4.585
"HLL_hl_device_067",2023-01-09 18:00:00,17.182,8.816,NA,NA,NA,NA,NA,24.25,7.59,52.451,4.585
"HLL_hl_device_067",2023-01-09 19:00:00,26.656,NA,NA,NA,NA,NA,NA,27.24,8.62,52.451,4.585
"HLL_hl_device_067",2023-01-09 20:00:00,34.68,13.311,NA,NA,NA,NA,NA,33.95,15.31,52.451,4.585
"HLL_hl_device_067",2023-01-09 21:00:00,31.556,9.744,NA,NA,NA,NA,NA,32.17,8.68,52.451,4.585
"HLL_hl_device_067",2023-01-09 22:00:00,33.222,9.3,NA,NA,NA,NA,NA,33.85,10.02,52.451,4.585
"HLL_hl_device_067",2023-01-09 23:00:00,28.69,8.4,NA,NA,NA,NA,NA,30.17,6.02,52.451,4.585
"HLL_hl_device_067",2023-01-10,24.32,NA,NA,NA,NA,NA,NA,32.04,5.14,52.451,4.585
"HLL_hl_device_067",2023-01-10 01:00:00,46.053,7.112,NA,NA,NA,NA,NA,35.72,5.57,52.451,4.585
"HLL_hl_device_067",2023-01-10 02:00:00,46.8,NA,NA,NA,NA,NA,NA,40.02,6.27,52.451,4.585
"HLL_hl_device_067",2023-01-10 03:00:00,36.08,NA,NA,NA,NA,NA,NA,45.12,6.97,52.451,4.585
"HLL_hl_device_067",2023-01-10 04:00:00,41.412,NA,NA,NA,NA,NA,NA,47.57,8.6,52.451,4.585
"HLL_hl_device_067",2023-01-10 05:00:00,37.746,NA,NA,NA,NA,NA,NA,46.61,9.58,52.451,4.585
"HLL_hl_device_067",2023-01-10 06:00:00,45.99,12.78,NA,NA,NA,NA,NA,51.09,9,52.451,4.585
"HLL_hl_device_067",2023-01-10 07:00:00,52.538,NA,NA,NA,NA,NA,NA,48.16,6.98,52.451,4.585
"HLL_hl_device_067",2023-01-10 08:00:00,34.848,10.758,NA,NA,NA,NA,NA,48.39,6.58,52.451,4.585
