"station","date","pm10_kal","pm25_kal","rh","temp","wd","ws","pres","pm10","pm25","lat","lon"
"HLL_hl_device_293",2023-03-26 14:00:00,NA,4.91,64.61,9.85,NA,NA,NA,NA,4.91,52.449,4.593
"HLL_hl_device_293",2023-03-26 15:00:00,NA,3.87,59.9,10.49,NA,NA,NA,NA,3.87,52.449,4.593
"HLL_hl_device_293",2023-03-26 16:00:00,NA,3.69,57.7,9.47,NA,NA,NA,NA,3.69,52.449,4.593
"HLL_hl_device_293",2023-03-26 17:00:00,NA,NA,51.82,9.84,NA,NA,NA,NA,3.7,52.449,4.593
"HLL_hl_device_293",2023-03-26 18:00:00,NA,3.59,51.98,9.25,NA,NA,NA,NA,3.59,52.449,4.593
"HLL_hl_device_293",2023-03-26 19:00:00,NA,3.7,53.65,8.31,NA,NA,NA,NA,3.7,52.449,4.593
"HLL_hl_device_293",2023-03-26 20:00:00,NA,3.24,54.58,8.17,NA,NA,NA,NA,3.24,52.449,4.593
"HLL_hl_device_293",2023-03-26 21:00:00,NA,4.93,56.81,6.78,NA,NA,NA,NA,4.93,52.449,4.593
"HLL_hl_device_293",2023-03-26 22:00:00,NA,NA,60.58,6.36,NA,NA,NA,NA,3.38,52.449,4.593
"HLL_hl_device_293",2023-03-26 23:00:00,NA,4.97,66.56,6.13,NA,NA,NA,NA,4.97,52.449,4.593
"HLL_hl_device_293",2023-03-27,NA,NA,69.51,6.26,NA,NA,NA,NA,4.9,52.449,4.593
"HLL_hl_device_293",2023-03-27 01:00:00,NA,5.49,65.75,6.31,NA,NA,NA,NA,5.49,52.449,4.593
"HLL_hl_device_293",2023-03-27 02:00:00,NA,3.65,69.75,5.56,NA,NA,NA,NA,3.65,52.449,4.593
"HLL_hl_device_293",2023-03-27 03:00:00,NA,NA,73.24,5.25,NA,NA,NA,NA,5.36,52.449,4.593
"HLL_hl_device_293",2023-03-27 04:00:00,NA,5.19,68.66,5.3,NA,NA,NA,NA,5.19,52.449,4.593
"HLL_hl_device_293",2023-03-27 05:00:00,NA,4.09,68.74,4.95,NA,NA,NA,NA,4.09,52.449,4.593
"HLL_hl_device_293",2023-03-27 06:00:00,NA,2.93,73.1,4.72,NA,NA,NA,NA,2.93,52.449,4.593
"HLL_hl_device_293",2023-03-27 07:00:00,NA,2.73,71.75,4.13,NA,NA,NA,NA,2.73,52.449,4.593
"HLL_hl_device_293",2023-03-27 08:00:00,NA,NA,69.36,4.55,NA,NA,NA,NA,2.74,52.449,4.593
"HLL_hl_device_293",2023-03-27 09:00:00,NA,2.69,66.02,5.19,NA,NA,NA,NA,2.69,52.449,4.593
"HLL_hl_device_293",2023-03-27 10:00:00,NA,4.1,66.81,5.14,NA,NA,NA,NA,4.1,52.449,4.593
"HLL_hl_device_293",2023-03-27 11:00:00,NA,3.78,67.61,5.51,NA,NA,NA,NA,3.78,52.449,4.593
"HLL_hl_device_293",2023-03-27 12:00:00,NA,3.3,64.28,6.17,NA,NA,NA,NA,3.3,52.449,4.593
"HLL_hl_device_293",2023-03-27 15:00:00,NA,NA,70.47,5.8,NA,NA,NA,NA,3.32,52.449,4.593
"HLL_hl_device_293",2023-03-27 16:00:00,NA,3.21,56.84,7.48,NA,NA,NA,NA,3.21,52.449,4.593
"HLL_hl_device_293",2023-03-27 17:00:00,NA,3.64,56.6,7.74,NA,NA,NA,NA,3.64,52.449,4.593
"HLL_hl_device_293",2023-03-27 18:00:00,NA,3.25,54.95,7.56,NA,NA,NA,NA,3.25,52.449,4.593
"HLL_hl_device_293",2023-03-27 19:00:00,NA,3.31,52.72,8.54,NA,NA,NA,NA,3.31,52.449,4.593
"HLL_hl_device_293",2023-03-27 21:00:00,NA,4.8,67.11,5.61,NA,NA,NA,NA,4.8,52.449,4.593
"HLL_hl_device_293",2023-03-27 22:00:00,NA,NA,66.81,5.23,NA,NA,NA,NA,3.89,52.449,4.593
"HLL_hl_device_293",2023-03-27 23:00:00,NA,3.12,69.19,5.08,NA,NA,NA,NA,3.12,52.449,4.593
"HLL_hl_device_293",2023-03-28,NA,3.38,66.13,5.19,NA,NA,NA,NA,3.38,52.449,4.593
"HLL_hl_device_293",2023-03-28 01:00:00,NA,2.63,66.52,5.26,NA,NA,NA,NA,2.63,52.449,4.593
"HLL_hl_device_293",2023-03-28 02:00:00,NA,2.46,67.55,4.91,NA,NA,NA,NA,2.46,52.449,4.593
"HLL_hl_device_293",2023-03-28 03:00:00,NA,2.04,65.39,4.84,NA,NA,NA,NA,2.04,52.449,4.593
"HLL_hl_device_293",2023-03-28 04:00:00,NA,NA,64.67,4.7,NA,NA,NA,NA,2.23,52.449,4.593
"HLL_hl_device_293",2023-03-28 05:00:00,NA,1.96,64.5,4.25,NA,NA,NA,NA,1.96,52.449,4.593
"HLL_hl_device_293",2023-03-28 06:00:00,NA,1.95,63.72,4.03,NA,NA,NA,NA,1.95,52.449,4.593
"HLL_hl_device_293",2023-03-28 07:00:00,NA,1.92,65.16,3.41,NA,NA,NA,NA,1.92,52.449,4.593
"HLL_hl_device_293",2023-03-28 08:00:00,NA,2.42,68.96,2.6,NA,NA,NA,NA,2.42,52.449,4.593
"HLL_hl_device_293",2023-03-28 09:00:00,NA,3.1,71,3.22,NA,NA,NA,NA,3.1,52.449,4.593
"HLL_hl_device_293",2023-03-28 10:00:00,NA,NA,71,4.93,NA,NA,NA,NA,4.91,52.449,4.593
"HLL_hl_device_293",2023-03-28 11:00:00,NA,3.43,61.88,6.3,NA,NA,NA,NA,3.43,52.449,4.593
"HLL_hl_device_293",2023-03-28 12:00:00,NA,4.2,54.22,7.29,NA,NA,NA,NA,4.2,52.449,4.593
"HLL_hl_device_293",2023-03-28 15:00:00,NA,4.9,44.69,8.23,NA,NA,NA,NA,4.9,52.449,4.593
"HLL_hl_device_293",2023-03-28 16:00:00,NA,6.37,48.29,8.29,NA,NA,NA,NA,6.37,52.449,4.593
"HLL_hl_device_293",2023-03-28 17:00:00,NA,5.32,56.05,8.24,NA,NA,NA,NA,5.32,52.449,4.593
"HLL_hl_device_293",2023-03-28 18:00:00,NA,8.81,72.6,7.38,NA,NA,NA,NA,8.81,52.449,4.593
"HLL_hl_device_293",2023-03-28 20:00:00,NA,12.89,79.81,7.09,NA,NA,NA,NA,12.89,52.449,4.593
"HLL_hl_device_293",2023-03-28 23:00:00,NA,NA,77.35,6.68,NA,NA,NA,NA,10.28,52.449,4.593
"HLL_hl_device_293",2023-03-29,NA,NA,77.65,6.4,NA,NA,NA,NA,11.1,52.449,4.593
"HLL_hl_device_293",2023-03-29 02:00:00,NA,7.03,78.36,6.14,NA,NA,NA,NA,7.03,52.449,4.593
"HLL_hl_device_293",2023-03-29 03:00:00,NA,7.1,76.79,6.32,NA,NA,NA,NA,7.1,52.449,4.593
"HLL_hl_device_293",2023-03-29 07:00:00,NA,NA,78.03,7.92,NA,NA,NA,NA,11.32,52.449,4.593
"HLL_hl_device_293",2023-03-29 08:00:00,NA,13.02,78.98,8.36,NA,NA,NA,NA,13.02,52.449,4.593
"HLL_hl_device_293",2023-03-29 10:00:00,NA,NA,85.03,9.12,NA,NA,NA,NA,18.6,52.449,4.593
"HLL_hl_device_293",2023-03-29 11:00:00,NA,23.25,86.57,9.43,NA,NA,NA,NA,23.25,52.449,4.593
"HLL_hl_device_293",2023-03-29 13:00:00,NA,NA,88.1,10.02,NA,NA,NA,NA,29.31,52.449,4.593
"HLL_hl_device_293",2023-03-29 14:00:00,NA,26.59,85.35,11.05,NA,NA,NA,NA,26.59,52.449,4.593
"HLL_hl_device_293",2023-03-29 16:00:00,NA,21.83,81.24,11.72,NA,NA,NA,NA,21.83,52.449,4.593
"HLL_hl_device_293",2023-03-29 17:00:00,NA,20.77,77.81,12.88,NA,NA,NA,NA,20.77,52.449,4.593
"HLL_hl_device_293",2023-03-29 20:00:00,NA,NA,77.33,13.55,NA,NA,NA,NA,18.48,52.449,4.593
"HLL_hl_device_293",2023-03-29 23:00:00,NA,NA,83.55,12.91,NA,NA,NA,NA,20.19,52.449,4.593
"HLL_hl_device_293",2023-03-30,NA,19.69,83.6,12.82,NA,NA,NA,NA,19.69,52.449,4.593
"HLL_hl_device_293",2023-03-30 01:00:00,NA,15.73,82.06,12.92,NA,NA,NA,NA,15.73,52.449,4.593
"HLL_hl_device_293",2023-03-30 02:00:00,NA,NA,74.33,13.65,NA,NA,NA,NA,8.18,52.449,4.593
"HLL_hl_device_293",2023-03-30 03:00:00,NA,8.95,77.18,12.21,NA,NA,NA,NA,8.95,52.449,4.593
"HLL_hl_device_293",2023-03-30 04:00:00,NA,7.26,80.64,11.82,NA,NA,NA,NA,7.26,52.449,4.593
"HLL_hl_device_293",2023-03-30 05:00:00,NA,6.61,81.83,11.35,NA,NA,NA,NA,6.61,52.449,4.593
"HLL_hl_device_293",2023-03-30 06:00:00,NA,6.7,84.34,11.34,NA,NA,NA,NA,6.7,52.449,4.593
"HLL_hl_device_293",2023-03-30 07:00:00,NA,NA,85.32,10.92,NA,NA,NA,NA,7.32,52.449,4.593
"HLL_hl_device_293",2023-03-30 08:00:00,NA,12.09,88.05,10.3,NA,NA,NA,NA,12.09,52.449,4.593
"HLL_hl_device_293",2023-03-30 09:00:00,NA,14.91,88.56,10.24,NA,NA,NA,NA,14.91,52.449,4.593
"HLL_hl_device_293",2023-03-30 10:00:00,NA,16.73,86.53,10.56,NA,NA,NA,NA,16.73,52.449,4.593
"HLL_hl_device_293",2023-03-30 11:00:00,NA,18.55,84.48,11.08,NA,NA,NA,NA,18.55,52.449,4.593
"HLL_hl_device_293",2023-03-30 12:00:00,NA,18.36,81.83,11.47,NA,NA,NA,NA,18.36,52.449,4.593
"HLL_hl_device_293",2023-03-30 13:00:00,NA,NA,79.89,11.87,NA,NA,NA,NA,19.64,52.449,4.593
"HLL_hl_device_293",2023-03-30 14:00:00,NA,19.84,79.67,12.12,NA,NA,NA,NA,19.84,52.449,4.593
"HLL_hl_device_293",2023-03-30 15:00:00,NA,18.32,80.29,12.03,NA,NA,NA,NA,18.32,52.449,4.593
"HLL_hl_device_293",2023-03-30 16:00:00,NA,NA,80.05,12.13,NA,NA,NA,NA,20.2,52.449,4.593
"HLL_hl_device_293",2023-03-30 17:00:00,NA,NA,79.39,12.25,NA,NA,NA,NA,18.27,52.449,4.593
"HLL_hl_device_293",2023-03-30 18:00:00,NA,NA,78.55,12.47,NA,NA,NA,NA,18.08,52.449,4.593
"HLL_hl_device_293",2023-03-30 19:00:00,NA,16.12,72.31,13.98,NA,NA,NA,NA,16.12,52.449,4.593
"HLL_hl_device_293",2023-03-30 20:00:00,NA,16.2,75.7,12.72,NA,NA,NA,NA,16.2,52.449,4.593
"HLL_hl_device_293",2023-03-30 21:00:00,NA,17.47,85.7,10.33,NA,NA,NA,NA,17.47,52.449,4.593
"HLL_hl_device_293",2023-03-30 22:00:00,NA,18.31,88.46,9.97,NA,NA,NA,NA,18.31,52.449,4.593
"HLL_hl_device_293",2023-03-30 23:00:00,NA,NA,89.16,9.92,NA,NA,NA,NA,19.78,52.449,4.593
"HLL_hl_device_293",2023-03-31,NA,18.95,88.99,10.05,NA,NA,NA,NA,18.95,52.449,4.593
"HLL_hl_device_293",2023-03-31 01:00:00,NA,NA,87.51,10.24,NA,NA,NA,NA,15.97,52.449,4.593
"HLL_hl_device_293",2023-03-31 02:00:00,NA,NA,84.06,10.81,NA,NA,NA,NA,12.71,52.449,4.593
"HLL_hl_device_293",2023-03-31 03:00:00,NA,NA,82.88,11.04,NA,NA,NA,NA,9.13,52.449,4.593
"HLL_hl_device_293",2023-03-31 04:00:00,NA,NA,86,10.8,NA,NA,NA,NA,7.55,52.449,4.593
"HLL_hl_device_293",2023-03-31 05:00:00,NA,8.39,89.55,10.59,NA,NA,NA,NA,8.39,52.449,4.593
"HLL_hl_device_293",2023-03-31 06:00:00,NA,7.66,90.41,10.39,NA,NA,NA,NA,7.66,52.449,4.593
"HLL_hl_device_293",2023-03-31 07:00:00,NA,5.19,91.37,10.09,NA,NA,NA,NA,5.19,52.449,4.593
"HLL_hl_device_293",2023-03-31 08:00:00,NA,10.7,91.71,10.13,NA,NA,NA,NA,10.7,52.449,4.593
"HLL_hl_device_293",2023-03-31 09:00:00,NA,8.23,91.51,10.27,NA,NA,NA,NA,8.23,52.449,4.593
"HLL_hl_device_293",2023-03-31 10:00:00,NA,NA,91.18,10.46,NA,NA,NA,NA,4.79,52.449,4.593
"HLL_hl_device_293",2023-03-31 11:00:00,NA,5.11,89.2,11.31,NA,NA,NA,NA,5.11,52.449,4.593
"HLL_hl_device_293",2023-03-31 12:00:00,NA,NA,85,12.11,NA,NA,NA,NA,5.34,52.449,4.593
"HLL_hl_device_293",2023-03-31 13:00:00,NA,NA,84.79,11.89,NA,NA,NA,NA,5.52,52.449,4.593
"HLL_hl_device_293",2023-03-31 14:00:00,NA,4.86,86.62,11.37,NA,NA,NA,NA,4.86,52.449,4.593
"HLL_hl_device_293",2023-03-31 15:00:00,NA,3.56,86.06,11.53,NA,NA,NA,NA,3.56,52.449,4.593
"HLL_hl_device_293",2023-03-31 16:00:00,NA,NA,86.91,11.48,NA,NA,NA,NA,3.12,52.449,4.593
"HLL_hl_device_293",2023-03-31 17:00:00,NA,3.29,87.58,11.46,NA,NA,NA,NA,3.29,52.449,4.593
"HLL_hl_device_293",2023-03-31 18:00:00,NA,NA,89.5,11.09,NA,NA,NA,NA,3.23,52.449,4.593
"HLL_hl_device_293",2023-03-31 19:00:00,NA,4.99,90.39,10.93,NA,NA,NA,NA,4.99,52.449,4.593
"HLL_hl_device_293",2023-03-31 20:00:00,NA,5.8,91.03,10.74,NA,NA,NA,NA,5.8,52.449,4.593
"HLL_hl_device_293",2023-03-31 21:00:00,NA,NA,91.04,10.44,NA,NA,NA,NA,4.03,52.449,4.593
"HLL_hl_device_293",2023-03-31 22:00:00,NA,11.99,91.19,10.28,NA,NA,NA,NA,11.99,52.449,4.593
"HLL_hl_device_293",2023-03-31 23:00:00,NA,NA,91.56,10.09,NA,NA,NA,NA,14.63,52.449,4.593
"HLL_hl_device_293",2023-04-01,NA,NA,92,9.88,NA,NA,NA,NA,13.67,52.449,4.593
"HLL_hl_device_293",2023-04-01 01:00:00,NA,NA,92.34,9.56,NA,NA,NA,NA,17.78,52.449,4.593
"HLL_hl_device_293",2023-04-01 02:00:00,NA,13.38,93.15,9.26,NA,NA,NA,NA,13.38,52.449,4.593
"HLL_hl_device_293",2023-04-01 03:00:00,NA,13.66,93.71,9.27,NA,NA,NA,NA,13.66,52.449,4.593
"HLL_hl_device_293",2023-04-01 04:00:00,NA,15.5,94.13,9.42,NA,NA,NA,NA,15.5,52.449,4.593
"HLL_hl_device_293",2023-04-01 05:00:00,NA,24.76,94.43,9.59,NA,NA,NA,NA,24.76,52.449,4.593
"HLL_hl_device_293",2023-04-01 06:00:00,NA,NA,94.21,9.38,NA,NA,NA,NA,26.9,52.449,4.593
"HLL_hl_device_293",2023-04-01 07:00:00,NA,NA,94.2,9.19,NA,NA,NA,NA,25.2,52.449,4.593
"HLL_hl_device_293",2023-04-01 08:00:00,NA,19.87,94.39,8.92,NA,NA,NA,NA,19.87,52.449,4.593
"HLL_hl_device_293",2023-04-01 09:00:00,NA,26.51,94.96,8.68,NA,NA,NA,NA,26.51,52.449,4.593
"HLL_hl_device_293",2023-04-01 10:00:00,NA,24.63,95.16,8.84,NA,NA,NA,NA,24.63,52.449,4.593
"HLL_hl_device_293",2023-04-01 11:00:00,NA,21.69,94.86,9.03,NA,NA,NA,NA,21.69,52.449,4.593
"HLL_hl_device_293",2023-04-01 12:00:00,NA,27.53,94.21,9.42,NA,NA,NA,NA,27.53,52.449,4.593
"HLL_hl_device_293",2023-04-01 13:00:00,NA,26.82,93.57,9.83,NA,NA,NA,NA,26.82,52.449,4.593
"HLL_hl_device_293",2023-04-01 14:00:00,NA,NA,92.51,10.42,NA,NA,NA,NA,22.43,52.449,4.593
"HLL_hl_device_293",2023-04-01 15:00:00,NA,14.63,89.63,11.1,NA,NA,NA,NA,14.63,52.449,4.593
"HLL_hl_device_293",2023-04-01 16:00:00,NA,12.98,86.74,11.62,NA,NA,NA,NA,12.98,52.449,4.593
"HLL_hl_device_293",2023-04-01 17:00:00,NA,11.58,85.62,11.6,NA,NA,NA,NA,11.58,52.449,4.593
"HLL_hl_device_293",2023-04-01 18:00:00,NA,11.15,83.9,11.21,NA,NA,NA,NA,11.15,52.449,4.593
"HLL_hl_device_293",2023-04-01 19:00:00,NA,8.75,84.46,10.5,NA,NA,NA,NA,8.75,52.449,4.593
"HLL_hl_device_293",2023-04-01 20:00:00,NA,NA,83.84,10.01,NA,NA,NA,NA,7.34,52.449,4.593
"HLL_hl_device_293",2023-04-01 21:00:00,NA,9.78,84.2,9.27,NA,NA,NA,NA,9.78,52.449,4.593
"HLL_hl_device_293",2023-04-01 22:00:00,NA,NA,84.03,8.74,NA,NA,NA,NA,13.35,52.449,4.593
"HLL_hl_device_293",2023-04-01 23:00:00,NA,16.18,84.22,8.2,NA,NA,NA,NA,16.18,52.449,4.593
"HLL_hl_device_293",2023-04-02,NA,16.88,83.88,7.73,NA,NA,NA,NA,16.88,52.449,4.593
"HLL_hl_device_293",2023-04-02 01:00:00,NA,NA,83.12,7.33,NA,NA,NA,NA,15.82,52.449,4.593
"HLL_hl_device_293",2023-04-02 02:00:00,NA,15.38,82.3,7.03,NA,NA,NA,NA,15.38,52.449,4.593
"HLL_hl_device_293",2023-04-02 03:00:00,NA,14.44,81.84,6.77,NA,NA,NA,NA,14.44,52.449,4.593
"HLL_hl_device_293",2023-04-02 05:00:00,NA,11.21,81.7,5.79,NA,NA,NA,NA,11.21,52.449,4.593
"HLL_hl_device_293",2023-04-02 06:00:00,NA,NA,81.96,5.48,NA,NA,NA,NA,11.28,52.449,4.593
"HLL_hl_device_293",2023-04-02 07:00:00,NA,NA,80.46,4.75,NA,NA,NA,NA,10.84,52.449,4.593
"HLL_hl_device_293",2023-04-02 08:00:00,NA,NA,77.71,4.11,NA,NA,NA,NA,7.81,52.449,4.593
"HLL_hl_device_293",2023-04-02 09:00:00,NA,4.7,75.86,3.46,NA,NA,NA,NA,4.7,52.449,4.593
"HLL_hl_device_293",2023-04-02 10:00:00,NA,3.8,73.7,3.81,NA,NA,NA,NA,3.8,52.449,4.593
"HLL_hl_device_293",2023-04-02 11:00:00,NA,3.4,70.76,4.49,NA,NA,NA,NA,3.4,52.449,4.593
"HLL_hl_device_293",2023-04-02 12:00:00,NA,2.64,66.2,5.84,NA,NA,NA,NA,2.64,52.449,4.593
"HLL_hl_device_293",2023-04-02 13:00:00,NA,2.49,61.07,7.17,NA,NA,NA,NA,2.49,52.449,4.593
"HLL_hl_device_293",2023-04-02 14:00:00,NA,3.1,59.19,8.42,NA,NA,NA,NA,3.1,52.449,4.593
"HLL_hl_device_293",2023-04-02 15:00:00,NA,2.83,54.7,9.54,NA,NA,NA,NA,2.83,52.449,4.593
"HLL_hl_device_293",2023-04-02 16:00:00,NA,NA,50.43,10.48,NA,NA,NA,NA,2.28,52.449,4.593
"HLL_hl_device_293",2023-04-02 17:00:00,NA,2.2,46.35,11.98,NA,NA,NA,NA,2.2,52.449,4.593
"HLL_hl_device_293",2023-04-02 18:00:00,NA,2.24,46.18,12.98,NA,NA,NA,NA,2.24,52.449,4.593
"HLL_hl_device_293",2023-04-02 19:00:00,NA,2.23,43.44,15.11,NA,NA,NA,NA,2.23,52.449,4.593
"HLL_hl_device_293",2023-04-02 20:00:00,NA,2.35,47.06,13.66,NA,NA,NA,NA,2.35,52.449,4.593
"HLL_hl_device_293",2023-04-02 21:00:00,NA,2.78,59.51,9.13,NA,NA,NA,NA,2.78,52.449,4.593
"HLL_hl_device_293",2023-04-02 22:00:00,NA,NA,61.93,7.59,NA,NA,NA,NA,2.45,52.449,4.593
"HLL_hl_device_293",2023-04-02 23:00:00,NA,2.68,66.65,6.84,NA,NA,NA,NA,2.68,52.449,4.593
"HLL_hl_device_293",2023-04-03,NA,NA,67.7,6.44,NA,NA,NA,NA,3.49,52.449,4.593
"HLL_hl_device_293",2023-04-03 01:00:00,NA,3.39,65.35,6.16,NA,NA,NA,NA,3.39,52.449,4.593
"HLL_hl_device_293",2023-04-03 02:00:00,NA,NA,66.08,5.65,NA,NA,NA,NA,3.48,52.449,4.593
"HLL_hl_device_293",2023-04-03 03:00:00,NA,NA,68.71,5.12,NA,NA,NA,NA,3.63,52.449,4.593
"HLL_hl_device_293",2023-04-03 04:00:00,NA,3.27,70.49,4.84,NA,NA,NA,NA,3.27,52.449,4.593
"HLL_hl_device_293",2023-04-03 05:00:00,NA,3.59,71.94,4.52,NA,NA,NA,NA,3.59,52.449,4.593
"HLL_hl_device_293",2023-04-03 06:00:00,NA,NA,73.36,4.13,NA,NA,NA,NA,4.07,52.449,4.593
"HLL_hl_device_293",2023-04-03 07:00:00,NA,NA,75.19,3.69,NA,NA,NA,NA,4.75,52.449,4.593
"HLL_hl_device_293",2023-04-03 08:00:00,NA,NA,77.36,3.36,NA,NA,NA,NA,5.83,52.449,4.593
"HLL_hl_device_293",2023-04-03 09:00:00,NA,5.6,76.66,3.77,NA,NA,NA,NA,5.6,52.449,4.593
"HLL_hl_device_293",2023-04-03 10:00:00,NA,4.64,71.28,4.85,NA,NA,NA,NA,4.64,52.449,4.593
"HLL_hl_device_293",2023-04-03 11:00:00,NA,3.58,62.23,6.16,NA,NA,NA,NA,3.58,52.449,4.593
"HLL_hl_device_293",2023-04-03 12:00:00,NA,2.55,47.27,7.43,NA,NA,NA,NA,2.55,52.449,4.593
"HLL_hl_device_293",2023-04-03 13:00:00,NA,2.79,41.75,8.6,NA,NA,NA,NA,2.79,52.449,4.593
"HLL_hl_device_293",2023-04-03 14:00:00,NA,1.68,35.61,9.96,NA,NA,NA,NA,1.68,52.449,4.593
"HLL_hl_device_293",2023-04-03 15:00:00,NA,NA,32.26,10.61,NA,NA,NA,NA,1.54,52.449,4.593
"HLL_hl_device_293",2023-04-03 16:00:00,NA,NA,32.27,11.28,NA,NA,NA,NA,1.6,52.449,4.593
"HLL_hl_device_293",2023-04-03 17:00:00,NA,1.85,30.66,12.44,NA,NA,NA,NA,1.85,52.449,4.593
"HLL_hl_device_293",2023-04-03 18:00:00,NA,2.16,31.17,12.9,NA,NA,NA,NA,2.16,52.449,4.593
"HLL_hl_device_293",2023-04-03 19:00:00,NA,2.18,27.99,15.74,NA,NA,NA,NA,2.18,52.449,4.593
"HLL_hl_device_293",2023-04-03 20:00:00,NA,NA,24.62,17.88,NA,NA,NA,NA,2.63,52.449,4.593
"HLL_hl_device_293",2023-04-03 21:00:00,NA,3.16,37.72,10.91,NA,NA,NA,NA,3.16,52.449,4.593
"HLL_hl_device_293",2023-04-03 22:00:00,NA,3.6,45.28,8.31,NA,NA,NA,NA,3.6,52.449,4.593
"HLL_hl_device_293",2023-04-03 23:00:00,NA,4.56,52.18,7.38,NA,NA,NA,NA,4.56,52.449,4.593
"HLL_hl_device_293",2023-04-04,NA,3.7,60.59,6.47,NA,NA,NA,NA,3.7,52.449,4.593
"HLL_hl_device_293",2023-04-04 01:00:00,NA,NA,62.53,6.02,NA,NA,NA,NA,3.45,52.449,4.593
"HLL_hl_device_293",2023-04-04 02:00:00,NA,3.3,61.36,5.63,NA,NA,NA,NA,3.3,52.449,4.593
"HLL_hl_device_293",2023-04-04 03:00:00,NA,NA,63.97,5.09,NA,NA,NA,NA,4.06,52.449,4.593
"HLL_hl_device_293",2023-04-04 04:00:00,NA,5.75,66.65,4.55,NA,NA,NA,NA,5.75,52.449,4.593
"HLL_hl_device_293",2023-04-04 05:00:00,NA,NA,68.49,4.05,NA,NA,NA,NA,7.34,52.449,4.593
"HLL_hl_device_293",2023-04-04 06:00:00,NA,NA,70.15,3.76,NA,NA,NA,NA,9.88,52.449,4.593
"HLL_hl_device_293",2023-04-04 07:00:00,NA,12.11,71.59,3.49,NA,NA,NA,NA,12.11,52.449,4.593
"HLL_hl_device_293",2023-04-04 08:00:00,NA,15.09,73.19,3.22,NA,NA,NA,NA,15.09,52.449,4.593
"HLL_hl_device_293",2023-04-04 09:00:00,NA,15.6,72.79,4.05,NA,NA,NA,NA,15.6,52.449,4.593
"HLL_hl_device_293",2023-04-04 10:00:00,NA,10.71,61.49,5.91,NA,NA,NA,NA,10.71,52.449,4.593
"HLL_hl_device_293",2023-04-04 11:00:00,NA,NA,45.58,7.65,NA,NA,NA,NA,5.04,52.449,4.593
"HLL_hl_device_293",2023-04-04 12:00:00,NA,5.23,41.2,8.74,NA,NA,NA,NA,5.23,52.449,4.593
"HLL_hl_device_293",2023-04-04 13:00:00,NA,6.58,40.34,9.62,NA,NA,NA,NA,6.58,52.449,4.593
"HLL_hl_device_293",2023-04-04 14:00:00,NA,5.94,38.06,10.7,NA,NA,NA,NA,5.94,52.449,4.593
"HLL_hl_device_293",2023-04-04 15:00:00,NA,7.45,42.4,10.25,NA,NA,NA,NA,7.45,52.449,4.593
"HLL_hl_device_293",2023-04-04 16:00:00,NA,NA,46.58,9.51,NA,NA,NA,NA,9.52,52.449,4.593
"HLL_hl_device_293",2023-04-04 17:00:00,NA,11.43,47.76,9.66,NA,NA,NA,NA,11.43,52.449,4.593
"HLL_hl_device_293",2023-04-04 18:00:00,NA,NA,46.74,10.17,NA,NA,NA,NA,14.99,52.449,4.593
"HLL_hl_device_293",2023-04-04 19:00:00,NA,15.01,46.02,11.27,NA,NA,NA,NA,15.01,52.449,4.593
"HLL_hl_device_293",2023-04-04 20:00:00,NA,16.92,49.99,11.44,NA,NA,NA,NA,16.92,52.449,4.593
"HLL_hl_device_293",2023-04-04 21:00:00,NA,16.62,57.29,8.77,NA,NA,NA,NA,16.62,52.449,4.593
"HLL_hl_device_293",2023-04-04 22:00:00,NA,NA,53.71,8.13,NA,NA,NA,NA,14.82,52.449,4.593
"HLL_hl_device_293",2023-04-04 23:00:00,NA,NA,54.91,7.41,NA,NA,NA,NA,14.73,52.449,4.593
"HLL_hl_device_293",2023-04-05,NA,16,59.58,6.84,NA,NA,NA,NA,16,52.449,4.593
"HLL_hl_device_293",2023-04-05 01:00:00,NA,15.21,63.83,6.22,NA,NA,NA,NA,15.21,52.449,4.593
"HLL_hl_device_293",2023-04-05 02:00:00,NA,13.35,65.87,5.73,NA,NA,NA,NA,13.35,52.449,4.593
"HLL_hl_device_293",2023-04-05 03:00:00,NA,14.09,67.22,5.32,NA,NA,NA,NA,14.09,52.449,4.593
"HLL_hl_device_293",2023-04-05 04:00:00,NA,19.09,70.1,4.85,NA,NA,NA,NA,19.09,52.449,4.593
"HLL_hl_device_293",2023-04-05 05:00:00,NA,23.22,72.89,4.27,NA,NA,NA,NA,23.22,52.449,4.593
"HLL_hl_device_293",2023-04-05 06:00:00,NA,25.27,74.82,4.01,NA,NA,NA,NA,25.27,52.449,4.593
"HLL_hl_device_293",2023-04-05 07:00:00,NA,NA,76.58,3.62,NA,NA,NA,NA,28.86,52.449,4.593
"HLL_hl_device_293",2023-04-05 08:00:00,NA,31.65,77.96,3.48,NA,NA,NA,NA,31.65,52.449,4.593
"HLL_hl_device_293",2023-04-05 09:00:00,NA,NA,72.3,4.4,NA,NA,NA,NA,23.68,52.449,4.593
"HLL_hl_device_293",2023-04-05 10:00:00,NA,20.09,64.77,5.82,NA,NA,NA,NA,20.09,52.449,4.593
"HLL_hl_device_293",2023-04-05 11:00:00,NA,NA,51.3,7.94,NA,NA,NA,NA,15.75,52.449,4.593
"HLL_hl_device_293",2023-04-05 12:00:00,NA,14.78,43.05,9.55,NA,NA,NA,NA,14.78,52.449,4.593
"HLL_hl_device_293",2023-04-05 13:00:00,NA,14.63,41.06,9.88,NA,NA,NA,NA,14.63,52.449,4.593
